id,name,description,unit_price,merchant_id,created_at,updated_at
1392,Prideful Blowgun,I might as well sleep for 100 years or so.,47.85,49,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1393,Weary Orcish sword,I'm ugly and I'm proud!,62.13,9,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1394,Indifferent Maul,I can't see my forehead!,86.22,33,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1395,Prideful Shortbow,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,73.36,3,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1396,Confident Orcish war axe,NO! This is Patrick!,38.69,12,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1397,Cantankerous Dagger,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,68.39,44,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1398,Weepy Flame supervision device,All I know is fine dining and breathing.,87.15,88,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1399,Compulsive Crossbow,I'm ugly and I'm proud!,21.68,65,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1400,Mad Sickle,Look at all the hip young people eating sal-ads.,97.55,18,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1401,Greedy Battleaxe,I knew I shouldn't have gotten out of bed today.,70.08,8,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1402,Glum Toaster and toaster ovens,I might as well sleep for 100 years or so.,81.98,30,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1403,Unafraid Nordic mace dr,"Goodbye everyone, I'll remember you all in therapy.",80.76,3,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1404,Delighted Glass bow,I might as well sleep for 100 years or so.,58.75,28,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1405,Ashamed Iron greatsword,Is mayonnaise an instrument?,33.06,100,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1406,Numb California maki,It's just a cruel reminder that I'm single and likely to remain that way forever.,52.26,22,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1407,Threatened Bunny chow,Wake me up when I care.,38.68,35,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1408,Vexed French toast,I have no soul.,28.98,32,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1409,Uptight Scottish and irish ale,But it's my only night to be fancy!,10.51,20,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1410,Charitable Clothes dryer,The best time to wear a striped sweater is all the time.,69.58,37,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1411,Enthusiastic Blowgun,All I know is fine dining and breathing.,82.59,5,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1412,Vain Wood-aged beer,NO! This is Patrick!,83.08,17,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1413,Bitter Crossbow,I'm ready! I'm ready!,50.26,45,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1414,Restless Merican ale,I have no soul.,31.88,24,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1415,Qualified Daedric dagger,I'm ready! I'm ready!,92.37,87,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1416,Charitable Shortbow,I might as well sleep for 100 years or so.,30.94,76,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1417,Fulfilled Poacher's axe,Look at all the hip young people eating sal-ads.,11.95,70,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1418,Overloaded Scimitar,Can I be excused for the rest of my life?,72.31,5,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1419,Thankful Enhanced dwarven crossbow,"I wumbo, you wumbo, he she we wumbo.",81.03,6,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1420,Victimized Dawnbreaker,I knew I shouldn't have gotten out of bed today.,22.48,48,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1421,Chagrined Pilsner,The inner machinations of my mind are an enigma.,55.19,81,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1422,Crushed Vegetable beer,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",72.19,9,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1423,Useful Net,"I wumbo, you wumbo, he she we wumbo.",53.28,68,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1424,Amused Crossbow,The inner machinations of my mind are an enigma.,66.87,47,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1425,Meek Bunny chow,It's just a cruel reminder that I'm single and likely to remain that way forever.,57.85,2,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1426,Ecstatic Spear,All I know is fine dining and breathing.,36.15,93,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1427,Threatened Dragon priest dagger,"Two words, SpongeBob. Na. Chos.",49.43,54,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1428,Rejuvenated English brown ale,"Goodbye everyone, I'll remember you all in therapy.",34.69,85,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1429,Excited Forsworn bow,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,44.99,32,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1430,Witty Net,Future!!!,74.99,26,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1431,Brave Battleaxe,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,48.11,22,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1432,Marvelous Dark lager,F is for friends who do stuff together!,23.81,71,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1433,Chagrined English pale ale,Is mayonnaise an instrument?,10.77,48,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1434,Moody Sour ale,I might as well sleep for 100 years or so.,57.88,8,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1435,Vexed Scimitar,I'm ugly and I'm proud!,41.26,89,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1436,Apprehensive Light hammer,I'm ugly and I'm proud!,84.82,42,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1437,Apprehensive Balgruuf's greatsword,Look at all the hip young people eating sal-ads.,51.61,33,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1438,Playful Lance,"I wumbo, you wumbo, he she we wumbo.",83.63,17,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1439,Sarcastic Halberd,F is for friends who do stuff together!,91.86,6,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1440,Fair Whip,I'm ugly and I'm proud!,37.91,25,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1441,Furious Dart,"I wumbo, you wumbo, he she we wumbo.",57.23,35,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1442,Openminded Balgruuf's greatsword,Future!!!,14.08,59,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1443,Naive Belgian and french ale,Wake me up when I care.,40.69,21,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1444,Pressured Belgian strong ale,F is for friends who do stuff together!,55.98,42,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1445,Mischievous Shortbow,"I wumbo, you wumbo, he she we wumbo.",51.65,95,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1446,Unimpressed Shortbow,Future!!!,22.23,43,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1447,Victorious Crossbow,The inner machinations of my mind are an enigma.,57.85,30,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1448,Zany Ebony dagger,The best time to wear a striped sweater is all the time.,19.79,14,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1449,Glum Refrigerator,Look at all the hip young people eating sal-ads.,88.04,77,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1450,Optimistic Dish draining closet,Can I be excused for the rest of my life?,87.88,90,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1451,Wronged Sewing machine,The best time to wear a striped sweater is all the time.,34.54,36,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1452,Skeptical California maki,I might as well sleep for 100 years or so.,75.34,24,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1453,Vital Chicken wings,Future!!!,48.82,51,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1454,Numb Nordic battleaxe dr,It's just a cruel reminder that I'm single and likely to remain that way forever.,10.71,29,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1455,Grateful Dwarven warhammer,"Two words, SpongeBob. Na. Chos.",62.72,22,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1456,Overloaded Teriyaki chicken donburi,The inner machinations of my mind are an enigma.,67.77,57,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1457,Indifferent Domestic robot,"Two words, SpongeBob. Na. Chos.",68.48,76,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1458,Moved Katsu curry,NO! This is Patrick!,88.77,36,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1459,Lackluster Greatsword,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",60.91,13,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1460,Impatient Toaster and toaster ovens,The inner machinations of my mind are an enigma.,36.02,68,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1461,Remorseful Dart,"Ravioli, ravioli. Give me the formuoli.",83.66,65,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1462,Guilty Merican ale,Wake me up when I care.,61.31,10,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1463,Ashamed Daedric battleaxe,Look at all the hip young people eating sal-ads.,17.46,18,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1464,Refreshed Oil heater,I can't see my forehead!,48.95,50,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1465,Unimpressed Bunny chow,I knew I shouldn't have gotten out of bed today.,17.82,26,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1466,Serene Sickle,Is mayonnaise an instrument?,48.82,3,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1467,Unafraid Pierogi,Future!!!,88.54,8,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1468,Panicked Flame supervision device,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,13.49,39,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1469,Marvelous India pale ale,F is for friends who do stuff together!,58.11,75,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1470,Enraged Pilsner,Is mayonnaise an instrument?,95.04,64,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1471,Irritable Steel mace,I'm ready! I'm ready!,86.37,37,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1472,Loving Blowgun,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",15.27,34,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1473,Embarrassed War pick,I can't see my forehead!,40.89,100,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1474,Indifferent Crossbow,NO! This is Patrick!,87.54,68,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1475,Gloomy Crossbow,Is mayonnaise an instrument?,57.79,33,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1476,Daring Spear,But it's my only night to be fancy!,63.73,49,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1477,Spiteful Stalhrim battleaxe dr,I'm ugly and I'm proud!,55.81,84,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1478,Nasty Tie press,Future!!!,41.26,74,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1479,Glad War pick,The inner machinations of my mind are an enigma.,23.97,97,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1480,Bewildered Ebiten maki,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",59.12,79,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1481,Ecstatic California maki,I can't see my forehead!,40.64,57,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1482,Wishful Stalhrim battleaxe dr,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",55.75,60,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1483,Embarrassed German wheat and rye beer,Can I be excused for the rest of my life?,13.21,26,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1484,Joyous Vegetable soup,Can I be excused for the rest of my life?,62.68,9,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1485,Petty Sour ale,Wake me up when I care.,63.78,34,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1486,Gracious Shiv,Can I be excused for the rest of my life?,61.21,62,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1487,Considerate Poutine,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",97.39,54,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1488,Prideful Crossbow,"Goodbye everyone, I'll remember you all in therapy.",67.04,59,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1489,Disenchanted European amber lager,All I know is fine dining and breathing.,19.15,96,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1490,Affectionate Orcish dagger,"Two words, SpongeBob. Na. Chos.",81.99,64,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1491,Skeptical Light hammer,Is mayonnaise an instrument?,10.23,3,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1492,Mad Vegetable soup,"I wumbo, you wumbo, he she we wumbo.",63.87,17,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1493,Disengaged Stalhrim sword dr,Can I be excused for the rest of my life?,93.05,25,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1494,Scornful Paper shredder,All I know is fine dining and breathing.,41.77,62,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1495,Guarded Caprese salad,I can't see my forehead!,13.39,8,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1496,Volatile Elven war axe,Wake me up when I care.,28.27,81,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1497,Affectionate Mace,It's just a cruel reminder that I'm single and likely to remain that way forever.,75.31,60,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1498,Rebellious Club,"Goodbye everyone, I'll remember you all in therapy.",54.01,48,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1499,Kind Ulfric's war axe,NO! This is Patrick!,86.56,31,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1500,Tranquil Scotch eggs,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,47.54,88,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1501,Serious English pale ale,I knew I shouldn't have gotten out of bed today.,77.29,59,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1502,Excited Box mangle,The inner machinations of my mind are an enigma.,46.45,53,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1503,Vital Crossbow,I'm ugly and I'm proud!,94.51,80,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1504,Outraged Sewing machine,I might as well sleep for 100 years or so.,49.92,96,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1505,Impertinent Net,I might as well sleep for 100 years or so.,33.58,50,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1506,Thankful Som tam,The best time to wear a striped sweater is all the time.,21.22,18,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1507,Restless Cheeseburger,I knew I shouldn't have gotten out of bed today.,74.99,73,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1508,Loving Trident,I'm ugly and I'm proud!,87.23,41,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1509,Mad Maul,Can I be excused for the rest of my life?,17.96,22,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1510,Sarcastic Pasta and beans,I'm ugly and I'm proud!,18.45,51,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1511,Disinterested Greatclub,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,77.65,59,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1512,Detached Javelin,"Goodbye everyone, I'll remember you all in therapy.",96.01,97,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1513,Awkward Air purifier,The inner machinations of my mind are an enigma.,17.42,4,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1514,Bitter Fruit beer,Is mayonnaise an instrument?,56.21,53,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1515,Edgy Water purifier,"Ravioli, ravioli. Give me the formuoli.",56.06,70,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1516,Querulous Salmon nigiri,I can't see my forehead!,86.93,90,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1517,Uneasy Futon dryer,I'm ready! I'm ready!,74.93,39,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1518,Dejected Blowgun,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",15.39,39,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1519,Compulsive Dark lager,F is for friends who do stuff together!,59.89,90,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1520,Discouraged Cheeseburger,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",16.94,91,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1521,Meek Space heater,I have no soul.,39.88,71,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1522,Needy Stinky tofu,"Two words, SpongeBob. Na. Chos.",68.89,58,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1523,Glum Sling,Can I be excused for the rest of my life?,20.78,91,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1524,Weak Scotch eggs,It's just a cruel reminder that I'm single and likely to remain that way forever.,83.36,100,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1525,Unsteady German wheat and rye beer,F is for friends who do stuff together!,47.84,57,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1526,Neglectful Chicken milanese,"Ravioli, ravioli. Give me the formuoli.",29.61,83,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1527,Unappreciated Pilsner,It's just a cruel reminder that I'm single and likely to remain that way forever.,24.21,23,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1528,Impatient Television,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",58.61,3,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1529,Disdainful Pasta with tomato and basil,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",75.64,55,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1530,Scared Hvac,Can I be excused for the rest of my life?,44.34,50,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1531,Overloaded Auriel's bow dg,I might as well sleep for 100 years or so.,35.93,52,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1532,Terrified Greatsword,NO! This is Patrick!,38.36,23,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1533,Envious Gas appliance,Wake me up when I care.,98.95,50,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1534,Remorseful Strong ale,Wake me up when I care.,72.36,56,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1535,Undecided Light lager,NO! This is Patrick!,89.29,75,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1536,Judged English brown ale,But it's my only night to be fancy!,33.72,26,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1537,Reasoned Vegetable beer,I might as well sleep for 100 years or so.,40.03,23,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1538,Embarrassed Greatclub,The inner machinations of my mind are an enigma.,59.57,76,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1539,Pleased Iron warhammer,Future!!!,74.66,72,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1540,Amazed Longbow,I have no soul.,98.35,99,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1541,Stressed India pale ale,Future!!!,18.66,47,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1542,Obsessed Javelin,"Goodbye everyone, I'll remember you all in therapy.",63.81,81,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1543,Woeful Javelin,"Ravioli, ravioli. Give me the formuoli.",94.87,51,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1544,Cautious Stout,Future!!!,81.87,55,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1545,Vacant Longsword,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,26.68,16,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1546,Happy Philadelphia maki,"Two words, SpongeBob. Na. Chos.",25.23,95,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1547,Guarded Philadelphia maki,All I know is fine dining and breathing.,67.98,41,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1548,Relaxed Meatballs with sauce,I might as well sleep for 100 years or so.,23.71,3,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1549,Weepy Crossbow,But it's my only night to be fancy!,47.03,22,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1550,Mirthful Hoarfrost dr,The inner machinations of my mind are an enigma.,84.02,53,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1551,Disgusted Whip,Can I be excused for the rest of my life?,52.64,32,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1552,Worn Crossbow,Look at all the hip young people eating sal-ads.,32.36,49,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1553,Uptight India pale ale,"Two words, SpongeBob. Na. Chos.",64.74,84,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1554,Isolated Light hammer,"Ravioli, ravioli. Give me the formuoli.",18.82,3,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1555,Teary Glaive,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",37.81,9,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1556,Amazed Tuna sashimi,I'm ready! I'm ready!,64.17,79,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1557,Capable Scottish and irish ale,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,11.46,1,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1558,Vulnerable Water purifier,I have no soul.,29.47,6,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1559,Funny Space heater,"Ravioli, ravioli. Give me the formuoli.",62.25,45,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1560,Vacant Dagger,Can I be excused for the rest of my life?,61.75,20,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1561,Serious Orcish greatsword,The inner machinations of my mind are an enigma.,22.29,38,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1562,Scornful Shortsword,I have no soul.,41.25,77,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1563,Lethargic Halberd,I can't see my forehead!,57.01,11,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1564,Curious Oven,Wake me up when I care.,36.45,71,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1565,Loving Water heater,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,95.62,83,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1566,Whiny Glaive,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",83.29,41,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1567,Afraid Warhammer,It's just a cruel reminder that I'm single and likely to remain that way forever.,46.01,37,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1568,Zany Air purifier,I knew I shouldn't have gotten out of bed today.,52.29,32,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1569,Restless Water cooker,I have no soul.,63.57,11,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1570,Carefree Battleaxe,Wake me up when I care.,44.83,57,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1571,Bewildered Club,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,28.15,97,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1572,Secure Blowgun,"Two words, SpongeBob. Na. Chos.",76.39,64,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1573,Excited Sickle,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",46.54,68,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1574,Woeful Greatclub,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,33.16,17,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1575,Useless Dishwasher,"Goodbye everyone, I'll remember you all in therapy.",55.47,49,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1576,Uptight Club,The inner machinations of my mind are an enigma.,12.06,70,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1577,Teary Bachelor griller,NO! This is Patrick!,87.73,44,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1578,Cross Pike,F is for friends who do stuff together!,43.91,92,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1579,Nonchalant Risotto with seafood,"Two words, SpongeBob. Na. Chos.",46.81,35,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1580,Generous Lance,I knew I shouldn't have gotten out of bed today.,61.09,81,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1581,Cautious Flail,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",61.82,40,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1582,Sad Boomerang,I knew I shouldn't have gotten out of bed today.,99.89,76,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1583,Gracious Paper shredder,I might as well sleep for 100 years or so.,70.48,57,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1584,Content Aroma lamp,I knew I shouldn't have gotten out of bed today.,43.84,8,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1585,Numb Javelin,Can I be excused for the rest of my life?,90.75,49,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
1586,Serious Pork belly buns,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,94.31,36,2012-03-27 14:54:05 UTC,2012-03-27 14:54:05 UTC
